X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
-118.297587056204108,34.090689966668975,151866703,211,,Social Services,Food Assistance,,hopenetla.org,Hope-Net - Immaculate Heart Of Mary Church,4954 Santa Monica Blvd.,,Los Angeles,CA,,Service/Intake and Administration (323) 660-0034,,hopenetla.org,,,57472,The agency provides emergency food for people who live in Los Angeles County.,90029,http://egis3.lacounty.gov/lms/?p=57472,publish,34.09069,-118.297587,2013-06-01T11:50:56.000Z,,6471569.16566506,1855517.59862448
-118.308023055734267,34.068792966768136,151866704,211,,Social Services,Food Assistance,,hopenetla.org,Hope-Net - Wilshire Presbyterian Church,309 S. Oxford St.,Community Center,Los Angeles,CA,,Service/Intake (213) 387-5387,,hopenetla.org,,,57473,The agency provides emergency food for people who live in Los Angeles County.,90020,http://egis3.lacounty.gov/lms/?p=57473,publish,34.068793,-118.308023,2013-06-01T11:50:56.000Z,,6468385.02275513,1847558.41998906
-118.291446056792481,34.066455966648419,151866705,211,,Social Services,Food Assistance,,hopenetla.org,Hope-Net - Islamic Center,434 S. Vermont Ave.,,Los Angeles,CA,,Service/Intake (213) 382-9200,,hopenetla.org,,,57474,The agency provides emergency food for people who live in Los Angeles County.,90020,http://egis3.lacounty.gov/lms/?p=57474,publish,34.066456,-118.291446,2013-06-01T11:50:56.000Z,,6473402.91560647,1846692.97421339
-118.290132056429869,34.05757496711589,151866706,211,,Social Services,Food Assistance,,hopenetla.org,Hope-Net - First Unitarian,2936 W. 8th St.,,Los Angeles,CA,,Service/Intake (213) 389-1356,,hopenetla.org,,,57475,The agency provides emergency food for people who live in Los Angeles County.,90005,http://egis3.lacounty.gov/lms/?p=57475,publish,34.057575,-118.290132,2013-06-01T11:50:56.000Z,,6473791.54442239,1843459.86945914
-118.304863055968582,34.061881967103432,151866707,211,,Social Services,Food Assistance,,hopenetla.org,Hope-Net - Wilshire Boulevard Temple,3663 Wilshire Blvd.,,Los Angeles,CA,,Service/Intake (213) 388-2401,,hopenetla.org,,,57476,The agency provides emergency food for people who live in Los Angeles County.,90010,http://egis3.lacounty.gov/lms/?p=57476,publish,34.061882,-118.304863,2013-06-01T11:50:56.000Z,,6469334.4034023,1845040.46833207
-118.294606056013379,34.061610966976886,151866708,211,,Social Services,Food Assistance,,hopenetla.org,Hope-Net - Immanuel Presbyterian Church,3300 Wilshire Blvd.,,Los Angeles,CA,,Service/Intake (213) 389-3191,,hopenetla.org,,,57477,The agency provides emergency food for people who live in Los Angeles County.,90010,http://egis3.lacounty.gov/lms/?p=57477,publish,34.061611,-118.294606,2013-06-01T11:50:56.000Z,,6472440.71247838,1844932.58304915
-118.300166056737041,34.062396966908423,151866709,211,,Social Services,Food Assistance,,hopenetla.org,Hope-Net - Wilshire Christian Church,634 S. Normandie Ave.,,Los Angeles,CA,"Wednesday, 8:00am to 9:15am. ",Service/Intake (213) 382-6337,,hopenetla.org,,,57478,The agency provides emergency food for people who live in Los Angeles County.,90005,http://egis3.lacounty.gov/lms/?p=57478,publish,34.062397,-118.300166,2013-06-01T11:50:56.000Z,,6470757.57083155,1845223.60444872
-118.418931055468164,33.995410966688439,151866710,211,,Social Services,Food Assistance,,www.stgerardla.com/en/index.html,St. Gerard Majella Church,4439 Inglewood Blvd.,,Los Angeles,CA,"Tuesday and Thursday, 9:00am to 12:00pm; 1:00pm to 3:00pm. ",Service/Intake and Administration (310) 390-5034,,,,,57480,The agency provides emergency food for people who live in West Los Angeles.,90066,http://egis3.lacounty.gov/lms/?p=57480,publish,33.995411,-118.418931,2013-06-01T11:50:56.000Z,,6434685.20990555,1820974.94330047
-118.321501056712336,34.103856967074478,151866714,211,,Social Services,Food Assistance,,www.fpch.org/,First Presbyterian Church Of Hollywood,6054 Yucca St.,,Hollywood,CA,,"Attn: Jane c/oDeacons FAX (323) 462-2109,  Service/Intake and Administration (323) 463-7161 Ext.270",,,,,57483,"The agency provides emergency food to anyone in need, including people who are homeless.",90028,http://egis3.lacounty.gov/lms/?p=57483,publish,34.103857,-118.321501,2013-06-01T11:50:56.000Z,,6464344.01344872,1860331.58965264
-118.06622805710137,34.056975967202739,151866715,211,,Social Services,Food Assistance,,www.godprovidesministry.org,God Provides Food Bank,2453 Troy Ave.,,South El Monte,CA,"SITE HOURS: Monday through Friday, 8:00am to 4:00pm; Saturday, 8:00am to 2:00pm. ","Service/Intake and Administration (626) 442-4273,  FAX (626) 442-4233",,www.godprovidesministry.org,,,57484,The agency provides emergency food to people in Los Angeles County.,91733,http://egis3.lacounty.gov/lms/?p=57484,publish,34.056976,-118.066228,2013-06-01T11:50:56.000Z,,6541610.19913913,1843121.66705155
-118.14614305594381,33.779224967334727,151866716,211,,Social Services,Food Assistance,,NULL,"Aids Food Store, The",3935 E. 10th St.,,Long Beach,CA,,"FAX (562) 438-6083,  Service/Intake and Administration (562) 434-3425",,NULL,,,57485,The agency provides emergency food to people who have HIV or AIDS and live in the Greater Long Beach area.,90804,http://egis3.lacounty.gov/lms/?p=57485,publish,33.779225,-118.146143,2013-06-01T11:50:56.000Z,,6517257.40237239,1742067.32815014
-118.350087056363051,33.968969967169663,151866717,211,,Social Services,Food Assistance,,NULL,Food Pantry Lax Area,355 E. Beach Ave.,,Inglewood,CA,,Service/Intake and Administration (310) 677-5597,,,,,57486,"The agency provides emergency food to people who live in El Segundo, Hawthorne, Inglewood, Lawndale and Los Angeles zip codes 90001, 90002, 90003, 90006, 90007, 90008, 90011, 90013, 90016, 90018, 90019, 90037, 90043, 90044, 90045, 90047, 90056, 90059, 90061, 90062, 90245, 90247, 90249, 90250, 90260, 90293, 90301, 90302, 90303, 90304 and 90305.",90302,http://egis3.lacounty.gov/lms/?p=57486,publish,33.96897,-118.350087,2013-06-01T11:50:56.000Z,,6455519.39264655,1811272.74321672
-118.245089055994924,34.009329967185984,151866719,211,,Social Services,Food Assistance,,www.helpingoneanotherprogress.com,Helping One Another Progress,4044 S. Morgan Ave.,,Los Angeles,CA,"Wednesday, 4:00 to 5:30pm; Thursday, 8:30am to 12:00pm ","Service/Intake (323) 233-5900,  FAX (310) 330-1305",,,,,57487,"The agency provides emergency food, education services, holiday assistance, personal goods and transportation assistance to low-income people who live in zip codes 90011, 90003, 90001, 90007, 90027 and 90037.",90011,http://egis3.lacounty.gov/lms/?p=57487,publish,34.00933,-118.245089,2013-06-01T11:50:56.000Z,,6487391.88959697,1825866.28850465
-118.198650656674545,33.775648117557544,151866722,211,,Social Services,Food Assistance,,www.helpmehelpu.org,Help Me Help You - St. Luke's Episcopal Church,525 W 7Th St,,Long Beach,CA,"Wednesday, 9:00am to 12:00pm. ",Administrative (562) 733-1147 Ext.160,,www.helpmehelpu.org,,,57488,"The agency provides emergency food, education services, money management and shelter for individuals and families who live in the Los Angeles County area.",90813,http://egis3.lacounty.gov/lms/?p=57488,publish,33.77564815,-118.1986506,2013-06-01T11:50:56.000Z,,6501297.76139148,1740792.98063323
-118.237851056714476,34.142295967136263,151866725,211,,Social Services,Food Assistance,,www.first-lutheran-church.com/,First Lutheran Church Glendale,1300 E. Colorado St.,,Glendale,CA,"Friday, 8:30am to 11:30am; second Saturday of the month, 12:15pm to 1:30pm. ","Service/Intake and Administration (818) 240-9000,  Service/Intake (323) 245-4000,  Administrative (323) 254-6632",,,,,57489,"The agency provides emergency food, family life education and volunteer opportunities for people who live in Glendale and Los Angeles zip codes 90041, 90042 and 90065.",91205,http://egis3.lacounty.gov/lms/?p=57489,publish,34.142296,-118.237851,2013-06-01T11:50:56.000Z,,6489699.98471831,1874249.75669815
-118.334459056749282,34.099587967173541,151866728,211,,Social Services,Food Assistance,,www.hollywoodsocialservices.org,Social Services At Blessed Sacrament Inc,6636 Selma Ave.,,Los Angeles,CA,,"Service/Intake and Administration (323) 871-8042,  FAX (323) 464-7796",,www.hollywoodsocialservices.org,,,57493,The agency provides homeless support services for people who live in Los Angeles County.,90028,http://egis3.lacounty.gov/lms/?p=57493,publish,34.099588,-118.334459,2013-06-01T11:50:56.000Z,,6460416.15089764,1858790.82862656
-118.326021055892156,34.182469966299053,151866733,211,,Social Services,Food Assistance,,www.burbanktemporaryaidcenter.org,Burbank Temporary Aid Center,1304 W. Burbank Blvd.,,Burbank,CA,,"FAX (818) 848-8280,  Service/Intake and Administration (818) 848-2822, Food Intake Service/Intake (818) 848-2822 Ext.107",,,,,57494,"The agency provides emergency food, financial assistance, holiday assistance, homeless support services and shelter for people who live in Burbank.",91506,http://egis3.lacounty.gov/lms/?p=57494,publish,34.18247,-118.326021,2013-06-01T11:50:56.000Z,,6463068.49172156,1888944.55867331
-118.029131257231896,34.08927961731365,151866737,211,,Social Services,Food Assistance,,NULL,El Monte - South El Monte Emergency Resources Association,10900 Mulhall St,,El Monte,CA,,Service/Intake and Administration (626) 444-7269,,,,,57495,"The agency provides emergency food, financial assistance, holiday assistance, household goods, information and referral, medical equipment and supplies and personal goods.",91731,http://egis3.lacounty.gov/lms/?p=57495,publish,34.08927965,-118.0291312,2013-06-01T11:50:56.000Z,,6552850.03984839,1854872.25280231
-118.258008056487753,34.136623967142782,151866746,211,,Social Services,Food Assistance,,www.glendalecorps.org/,Salvation Army Corps Community Center - Glendale,801 S. Central,,Glendale,CA,"Monday through Friday, 1:00pm to 4:00pm; some mornings by appointment only. ","Food Intake                    Service/Intake (818) 246-5586 Ext.131,  Service/Intake (818) 246-5586",,www.glendalecorps.org/,,,57496,"The agency provides emergency food, holiday assistance, nutrition programs, recreational programs and shelter for people who are primarily in the Glendale area.",91204,http://egis3.lacounty.gov/lms/?p=57496,publish,34.136624,-118.258008,2013-06-01T11:50:56.000Z,,6483595.47691423,1872200.66237114
-118.492416055882771,34.014531966977707,151866757,211,,Social Services,Food Assistance,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Santa Monica,1533 4th St.,,Santa Monica,CA,,"Service/Intake (310) 917-1138,  FAX (310) 394-7398",,www.salvationarmy-socal.org,,,57497,"The agency provides emergency food, homeless support services, holiday assistance, personal goods, services for older adults, recreational programs and utility bill assistance for people of all ages who are in Santa Monica, including people who are homeless.",90401,http://egis3.lacounty.gov/lms/?p=57497,publish,34.014532,-118.492416,2013-06-01T11:50:56.000Z,,6412444.90792955,1828034.35798739
-118.14808905679962,34.150012966382526,151866761,211,,Social Services,Food Assistance,,NULL,St. Vincent De Paul / St. Andrew's Catholic Church,140 Chestnut St.,,Pasadena,CA,,"Director's Cell Service/Intake and Administration (818) 370-7543, Church Office Service/Intake (626) 792-4183",,,,,57499,"The agency provides emergency food, holiday assistance and personal goods for low-income families who live in Altadena and Pasadena.",91103,http://egis3.lacounty.gov/lms/?p=57499,publish,34.150013,-118.148089,2013-06-01T11:50:56.000Z,,6516864.80571663,1877005.96968964
-118.3701300559446,34.212305966566461,151866764,211,,Social Services,Food Assistance,,NULL,Holy Rosary Church,7800 Vineland Ave.,,Sun Valley,CA,"Monday through Friday, 9:00am to 5:00pm. ","Information Only (818) 765-3350,  Service/Intake (818) 982-2372",,,,,57501,The agency provides emergency food and holiday assistance for people in the Sun Valley area.,91352,http://egis3.lacounty.gov/lms/?p=57501,publish,34.212306,-118.37013,2013-06-01T11:50:56.000Z,,6449768.19745605,1899848.53981806
-118.215217056689156,33.895634967464098,151866773,211,,Social Services,Food Assistance,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Compton,736 E. Compton Blvd.,,Compton,CA,"Monday through Friday, 9:00am to 1:30pm; social services by appointment only. ",Service/Intake (310) 639-0362,,www.salvationarmy-socal.org,,,57504,"The agency provides emergency food, holiday assistance, recreational programs, transportation, and utility bill assistance for families, couples and individuals who live in Compton and Lynwood zip codes 90220, 90221, 90222 and 90262.",90221,http://egis3.lacounty.gov/lms/?p=57504,publish,33.895635,-118.215217,2013-06-01T11:50:56.000Z,,6496356.51011914,1784469.56585206
-118.031805056862822,34.082333967258485,151866777,211,,Social Services,Food Assistance,,www.catholiccharitiesla.org,Catholic Charities Of Los Angeles - San Juan Diego Center,4171 Tyler Ave.,,El Monte,CA,"SITE HOURS: Monday through Friday, 9:00am to 1:00pm. ","FAX (626) 575-1072,  Service/Intake (626) 575-7652",,www.catholiccharitiesla.org,,,57505,"The agency provides emergency food, holiday assistance and utility bill assistance for people in the San Gabriel Valley, including people who are homeless or undocumented.",91731,http://egis3.lacounty.gov/lms/?p=57505,publish,34.082334,-118.031805,2013-06-01T11:50:56.000Z,,6552039.67237464,1852344.8447994
-118.269501056559221,34.033927966671826,151866781,211,,Social Services,Food Assistance,,www.sfcla.org,St. Francis Center - Los Angeles,1835 S. Hope St.,,Los Angeles,CA,"Breakfast is served Tuesday through Friday, 7:30am to 9:00am; Saturday, 8:30am to 10:00am. Sack lunches distributed Monday through Saturday, 1:00pm to 1:30pm.  Mail distribution hours are Monday through Friday, 9:00am to 9:15am and 1:00pm to 1:30pm. Family food program is Tuesday, Thursday and Saturday, 11:00am to 12:30pm. Senior brown bag program is Friday, 11:00am to 12:30pm. ","FAX (213) 765-8915,  Service/Intake (213) 747-5347",,www.sfcla.org,,,57511,"The agency provides emergency food, holiday assistance, homeless support services, and personal goods, and volunteer opportunities for low-income people in the garment district of Los Angeles, including people who are homeless.",90015,http://egis3.lacounty.gov/lms/?p=57511,publish,34.033928,-118.269501,2013-06-01T11:50:56.000Z,,6480017.42993647,1834836.89884423
-118.245505056795295,34.042256966506969,151866787,211,,Social Services,Food Assistance,,www.midnightmission.org,Midnight Mission,601 S. San Pedro St.,,Los Angeles,CA,"Monday through Friday, 7:00am to 5:00pm. ","FAX (213) 553-2359,  Service/Intake and Administration (213) 624-9258, Volunteers- Georgia Berkovitch Service/Intake (213) 624-9258 Ext.1243,  Service/Intake (888) 624-9258",,www.midnightmission.org,,,57512,"The agency provides emergency food, holiday assistance, homeless supportive services, housing services, personal goods and shelter for single men and women in the Skid Row area of downtown Los Angeles.",90014,http://egis3.lacounty.gov/lms/?p=57512,publish,34.042257,-118.245505,2013-06-01T11:50:56.000Z,,6487295.0800793,1837849.35246497
-118.085006056150633,33.958754966753382,151866793,211,,Social Services,Food Assistance,,www.santafesprings.org,City Of Santa Fe Springs - Gus Velasco Neighborhood Center,9255 Pioneer Blvd.,,Santa Fe Springs,CA,,"Service/Intake and Administration (562) 692-0261,  FAX (562) 695-8620",,www.santafesprings.org,,,57513,"The agency provides emergency food, holiday assistance, legal services and services for older adults and for Santa Fe Springs residents.",90670,http://egis3.lacounty.gov/lms/?p=57513,publish,33.958755,-118.085006,2013-06-01T11:50:56.000Z,,6535892.21155939,1807381.33498906
-118.527943856402217,34.378270305906213,151866797,211,,Social Services,Food Assistance,,NULL,Salvation Army Service Extension Office - Newhall,24271 Main St,,Newhall,CA,"Monday through Friday, 8:00am to 3:30pm. ",Salvation Army Service/Intake (661) 254-0080,,,,,57514,"The agency provides emergency food, holiday assistance, personal goods and recreational programs for people who live in Aqua Dulce, Newhall, Santa Clarita, Saugus, Val Verde and Valencia.",91321,http://egis3.lacounty.gov/lms/?p=57514,publish,34.37827034,-118.5279438,2013-06-01T11:50:56.000Z,,6402373.63574931,1960458.35494989
-118.129818056340085,34.149480967251939,151866803,211,,Social Services,Food Assistance,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Pasadena,1000 E. Walnut St.,,Pasadena,CA,"Monday through Friday, 9:00am to 11:30am. ","Administrative (626) 773-4400, Director of Social Services Service/Intake (626) 773-4404,  Service/Intake (626) 773-4425",,www.salvationarmy-socal.org,,,57515,"The agency provides emergency food, holiday assistance, personal goods, recreational programs for people in Altadena, Arcadia, Pasadena, Sierra Madre and South Pasadena.",91106,http://egis3.lacounty.gov/lms/?p=57515,publish,34.149481,-118.129818,2013-06-01T11:50:56.000Z,,6522392.59092088,1876804.72402914
-118.041901056796831,33.968999967315618,151866812,211,,Social Services,Food Assistance,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Whittier,7926 S. Pickering Ave.,,Whittier,CA,"Monday through Friday, 9:00am to 12:00 noon;  1:00pm to 3:00pm. ",Service/Intake (562) 698-8348,,www.salvationarmy-socal.org,,,57516,"The agency provides emergency food, holiday assistance, personal goods, recreational programs and utility bill assistance for people who live in Whittier and the surrounding cities of Baldwin Park, City of Industy, Hacienda Heights, La Habra Heights, La Puente, Rowland Heights and South El Monte.",90602,http://egis3.lacounty.gov/lms/?p=57516,publish,33.969,-118.041901,2013-06-01T11:50:56.000Z,,6548965.38062297,1811101.45878239
-118.185623056950476,34.037120966731763,151866818,211,,Social Services,Food Assistance,,NULL,Salvation Army Corps Community Center - East Los Angeles Temple,140 N. Eastman Ave.,,Los Angeles,CA,"Monday through Friday 9:00am to 11:40am, and 12:30pm to 3:30pm.  ",Service/Intake (323) 263-7577,,NULL,,,57517,The agency provides emergency food and transportation for people who live in the East Los Angeles area.,90063,http://egis3.lacounty.gov/lms/?p=57517,publish,34.037121,-118.185623,2013-06-01T11:50:56.000Z,,6505432.7367173,1835941.36054607
-118.159068056346001,34.012257967110259,151866823,211,,Social Services,Food Assistance,,www.doorofhopecc.org,Door Of Hope Community Center,1414 S. Atlantic Blvd.,,Los Angeles,CA,"Monday through Friday, 8:00am to 5:00pm. ","Service/Intake (323) 262-2777,  FAX (323) 262-3610",,,,,57519,"The agency provides emergency food, holiday assistance, WIA programs and youth services in East Los Angeles.",90022,http://egis3.lacounty.gov/lms/?p=57519,publish,34.012258,-118.159068,2013-06-01T11:50:56.000Z,,6513463.69276822,1826879.43575656
-118.260987055728208,33.776031967719874,151866827,211,,Social Services,Food Assistance,,www.beaconlightmission.org,Southern California Floating Christian Endeavor Association Inc - Beacon Light Mission,525 N. Broad Ave.,,Wilmington,CA,"Monday through Friday, 9:00am to 7:00pm; Saturday and Sunday, 4:00pm to 7:00pm. ","FAX (310) 830-3260,  Service/Intake (310) 830-7063",,www.beaconlightmission.org,,,57521,"The agency provides emergency food, homeless support services, holiday assistance and shelter for men who are in Los Angeles County.",90744,http://egis3.lacounty.gov/lms/?p=57521,publish,33.776032,-118.260987,2013-06-01T11:50:56.000Z,,6482353.2966558,1740975.98814122
-118.07918785650709,34.103919946752178,151866829,211,,Social Services,Food Assistance,,NULL,People For People Food Program,1311 E Las  Tunas Dr,,San Gabriel,CA,,"FAX (626) 285-0464,  Service/Intake and Administration (626) 285-2549",,,,,57522,"The agency provides emergency food, information and referral, and personal goods for low-income residents, including people who are undocumented or homeless, in Alhambra, Arcadia, Monterey Park, Rosemead, San Gabriel and Temple City.",91776,http://egis3.lacounty.gov/lms/?p=57522,publish,34.10391998,-118.0791878,2013-06-01T11:50:56.000Z,,6537698.19941722,1860208.3074189
-118.111460156721762,34.575476946155412,151866833,211,,Social Services,Food Assistance,,www.cityofpalmdale.org/departments/saves/,South Antelope Valley Emergency Services,1002 E Ave Q12, ,Palmdale,CA,"Monday through Thursday, 8:00am to 5:00pm. ","FAX (661) 274-2365,  Service/Intake and Administration (661) 267-5191,  TDD (661) 267-5167",,,,,57524,"The agency provides emergency food, personal goods, and shelter for South Antelope Valley residents.",93550,http://egis3.lacounty.gov/lms/?p=57524,publish,34.57547698,-118.1114601,2013-06-01T11:50:56.000Z,,6528118.85341847,2031826.49206898
-118.258883056530962,33.843911966969166,151867083,211,,Social Services,Food Assistance,,NULL,Bread Of Life Christian Center,20620 S. Leapwood,,Carson,CA,"Monday through Thursday, 10:00am to 2:00pm. ","FAX (310) 327-9360,  Service/Intake (310) 327-7443",,,,,57740,The agency provides holiday assistance at Thanksgiving for low-income families who live Carson.,90746,http://egis3.lacounty.gov/lms/?p=57740,publish,33.843912,-118.258883,2013-06-01T11:50:56.000Z,,6483056.34807122,1765677.61295047
-118.391912055318286,33.84666196711963,151867093,211,,Social Services,Food Assistance,,www.salvationarmy-redondobeach.org,Salvation Army Corps Community Center - Redondo Beach,125 W. Beryl St.,,Redondo Beach,CA,"Monday through Friday, 8:00am to 3:30pm. ","Service/Intake (310) 318-2827,  FAX (310) 318-5218",,www.salvationarmy-redondobeach.org,,,57746,The agency provides home delivered meals and services for older adults.,90277,http://egis3.lacounty.gov/lms/?p=57746,publish,33.846662,-118.391912,2013-06-01T11:50:56.000Z,,6442664.02596888,1766809.17105481
-118.440990055691827,34.063746966444143,151867096,211,,Social Services,Food Assistance,,NULL,Meals On Wheels - West Los Angeles Inc,900 Hilgard Ave.,,Los Angeles,CA,,"FAX (310) 208-1905,  Administrative (310) 208-4028,  Service/Intake (310) 208-3439",,,,,57748,"The agency provides home delivered meals and volunteer opportunities for people of all ages and incomes who are homebound due to age, disability or illness, including people who have AIDS.",90024,http://egis3.lacounty.gov/lms/?p=57748,publish,34.063747,-118.44099,2013-06-01T11:50:56.000Z,,6428107.89661664,1845872.13464773
-118.47516905609676,34.021776966681621,151867098,211,,Social Services,Food Assistance,,www.mealsonwheelswest.org,Meals On Wheels West,1823-A Michigan Ave.,,Santa Monica,CA,"Meals are delivered Monday through Friday, 11:00am to 1:00pm. ","To Apply Service/Intake and Administration (310) 394-5133 Ext.1, Volunteer Opportunities Service/Intake (310) 394-7558",,www.mealsonwheelswest.org,,,57749,"The agency provides home delivered meals and volunteer opportunities for people who live in Malibu, Marina Del Rey, Pacific Palisades, Santa Monica and Topanga.",90404,http://egis3.lacounty.gov/lms/?p=57749,publish,34.021777,-118.475169,2013-06-01T11:50:56.000Z,,6417683.99161147,1830645.77369632
-118.399050055672902,34.009793966664731,151867100,211,,Social Services,Food Assistance,,NULL,Culver Palms Meals On Wheels,4427 Overland Ave.,,Culver City,CA,"Office hours are Monday through Friday, 9:30am to 12:30pm. ",Service/Intake (310) 559-0666,,,,,57750,"The agency provides home delivered meals for people in the Cheviot Hills, Culver City, Mar Vista, Palms, Pico-Robertson, Playa del Rey, Venice and Westchester area who are homebound due to age, blindness, convalescence or disability.",90230,http://egis3.lacounty.gov/lms/?p=57750,publish,34.009794,-118.39905,2013-06-01T11:50:56.000Z,,6440732.22668289,1826184.65007265
-118.146860355758179,33.768567697723874,151867101,211,,Social Services,Food Assistance,,www.mealsonwheelsoflongbeach.org,"Meals On Wheels Of Long Beach , Inc - Headquarters",317 N Termino Ave,,Long Beach,CA,"Monday through Friday, 6:00am to 1:00pm. ",Service/Intake and Administration (562) 439-5000,,www.mealsonwheelsoflongbeach.org,,,57751,"The agency provides home delivered meals for people of all ages who are homebound due to age, illness or disability and are unable to shop or cook for themselves.",90814,http://egis3.lacounty.gov/lms/?p=57751,publish,33.76856773,-118.1468603,2013-06-01T11:50:56.000Z,,6517033.74829213,1738189.16497473
-118.146884056280655,33.768256967801229,151867102,211,,Social Services,Food Assistance,,www.mealsonwheelsoflongbeach.org,"Meals On Wheels Of Long Beach, Inc - Downtown",317 Termino Ave.,,Long Beach,CA,"Monday through Friday, 8:30am to 1:00pm. ","Administrative (562) 438-6215,  Service/Intake (562) 433-0232",,www.mealsonwheelsoflongbeach.org,,,57752,"The agency provides home delivered meals for people of all ages who live in Long Beach and are ill, have a disability or are frail elderly and are unable to shop or cook for themselves.",90814,http://egis3.lacounty.gov/lms/?p=57752,publish,33.768257,-118.146884,2013-06-01T11:50:56.000Z,,6517026.37954047,1738076.09203814
-118.273185056559925,34.064575967171756,151867103,211,,Social Services,Food Assistance,,www.stvincentmow.org,St. Vincent Senior Citizen Nutrition Program Inc,2201 Miramar St.,,Los Angeles,CA,"Monday through Friday, 9:00am to 4:00pm. ",Service/Intake (213) 484-7775,,www.stvincentmow.org,,,57753,"The agency provides home delivered meals for people who are homebound due to age, disability or illness, including AIDS, and are unable to shop or cook for themselves.",90057,http://egis3.lacounty.gov/lms/?p=57753,publish,34.064576,-118.273185,2013-06-01T11:50:56.000Z,,6478931.57351239,1845993.27580965
-118.139051056490388,34.146487966545799,151867104,211,,Social Services,Food Assistance,,NULL,Meals On Wheels - Pasadena,54 N. Oakland Ave.,,Pasadena,CA,"Monday through Friday, 9:00am to 1:30pm. ",Service/Intake and Administration (626) 449-6815,,,,,57754,The agency provides home delivered meals for people who are unable to shop or cook for themselves.,91101,http://egis3.lacounty.gov/lms/?p=57754,publish,34.146488,-118.139051,2013-06-01T11:50:56.000Z,,6519597.54926689,1875719.25343107
-118.175276056573367,33.831882277554968,151867111,211,,Social Services,Food Assistance,,www.mealsonwheelsoflongbeach.org,Meals On Wheels - Long Beach - North,1240 E Carson St,,Long Beach,CA,"Monday through Friday, 8:30am to 1:00pm. ",Service/Intake (562) 424-2119,,www.mealsonwheelsoflongbeach.org,,,57760,"The agency provides home-delivered meals for people of all ages who are ill, have a disability or are frail elderly and are unable to shop or cook for themselves in Long Beach.",90807,http://egis3.lacounty.gov/lms/?p=57760,publish,33.83188231,-118.175276,2013-06-01T11:50:56.000Z,,6508437.29205988,1761244.87739339
-118.121536056623341,33.819277967831958,151867112,211,,Social Services,Food Assistance,,www.mealsonwheelsoflongbeach.org,Meals On Wheels - Long Beach - Northeast,5633 E. Wardlow Rd.,,Long Beach,CA,"Meals are delivered Monday through Friday, 11:00am to 1:00pm. ","Service/Intake (562) 420-9660,  FAX (562) 856-7900",,www.mealsonwheelsoflongbeach.org,,,57761,"The agency provides home-delivered meals for people of all ages who live in Long Beach, are ill, have a disability or are frail elderly, and are unable to shop or cook for themselves.",90808,http://egis3.lacounty.gov/lms/?p=57761,publish,33.819278,-118.121536,2013-06-01T11:50:56.000Z,,6524753.10161981,1756633.74521148
-117.766965057618478,34.062099966816653,151867121,211,,Social Services,Food Assistance,,NULL,Pomona Neighborhood Center,999 W. Holt Ave.,,Pomona,CA,,"FAX (909) 397-9981,  Service/Intake (909) 620-7691",,,,,57770,The agency provides homeless support services for people who live in the Pomona Valley.,91768,http://egis3.lacounty.gov/lms/?p=57770,publish,34.0621,-117.766965,2013-06-01T11:50:56.000Z,,6632251.08084914,1845061.60181998
-118.394893056168314,33.871974966969042,151867197,211,,Social Services,Food Assistance,,www.hopechapel.org,Hope Chapel Hermosa Beach,2420 Pacific Coast Hwy.,,Hermosa Beach,CA,,Service/Intake (310) 374-4673,,www.hopechapel.org,,,57871,"The agency provides personal goods, emergency food, information and referral and recreational programs for people who live in the cities of Carson, El Segundo, Gardena, Harbor City, Harbor Gateway, Hawthorne, Hermosa Beach, Inglewood, Lawndale, Lomita, Manhattan Beach, Redondo Beach and Torrance residents.",90254,http://egis3.lacounty.gov/lms/?p=57871,publish,33.871975,-118.394893,2013-06-01T11:50:56.000Z,,6441795.02278563,1776024.67296498
-118.079472056299053,33.860549967015515,151867371,211,,Social Services,Food Assistance,,www.cityofartesia.us,City Of Artesia - Albert O. Little Community Center,18750 Clarkdale Ave.,,Artesia,CA,"Monday through Friday, 8:00 am to 1:00 pm. Hours can vary for trips and different activities. ","Oldtimers Foundation for Nutrition Program Service/Intake (562) 924-6509,  Service/Intake and Administration (562) 860-3361",,,,,58037,The agency provides services for older adults age 60 and older who live in Artesia and surrounding areas.,90701,http://egis3.lacounty.gov/lms/?p=58037,publish,33.86055,-118.079472,2013-06-01T11:50:56.000Z,,6537542.14526738,1771640.90482965
-118.444481056190668,34.187196966689768,151867759,211,,Social Services,Food Assistance,,www.lsssc.org,Lutheran Social Services Of Southern California - San Fernando And Santa Clarita Valley Area Office,6425 Tyrone Ave.,,Van Nuys,CA,,"Area Director Service/Intake and Administration (818) 901-9480,  FAX (818) 901-9482",,www.lsssc.org,,,58425,The area office provides administrative support for the programs of Lutheran Social Services in the San Fernando Valley area.,91401,http://egis3.lacounty.gov/lms/?p=58425,publish,34.187197,-118.444481,2013-06-01T11:50:56.000Z,,6427249.24249405,1890802.09531257
