X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,email,date_updated,dis_status,POINT_X,POINT_Y
-118.3286732565835,34.098066426421454,151877930,211,,Community Groups,Farmers Markets,,SEE LA,Hollywood Certified Farmers' Market,1500 N Ivar Ave,,Hollywood,CA,"Sundays, year-round, 8:00am to 1:00pm", (323) 463-3171,www.cafarmersmarkets.com,,,60976,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90028,http://egis3.lacounty.gov/lms/?p=60976,publish,34.09806646,-118.3286732,,2015-04-02T09:54:37.000Z,,6462165.92823797,1858231.33663531
-118.336490355899443,34.011176466633636,151877931,211,,Community Groups,Farmers Markets,,SEE LA,Crenshaw Baldwin Hill CFM,3650 W Martin Luther King Blvd,,Los Angeles,CA,"Saturday, 10:00am to 3:00pm. ", (323) 463-3171,www.cafarmersmarkets.com,,,60942,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90008,http://egis3.lacounty.gov/lms/?p=60942,publish,34.0111765,-118.3364903,,2015-04-02T10:28:22.000Z,,6459693.49125372,1826618.39854898
-118.757231855232973,34.156937166235394,151877932,,,Community Groups,Farmers Markets,,Raw Inspiration,Agoura Hills CFM,5835 Kanan Rd,,Agoura Hills,CA,"Sunday, year round, 9:00 am - 2:00 pm",818-591-8161,,,,76059,,91310,http://egis3.lacounty.gov/lms/?p=76059,publish,34.1569372,-118.7572318,,2015-04-09T10:20:05.000Z,,6332584.80649522,1880355.69592981
-118.443664256316623,34.127549466517394,151877933,,,Community Groups,Farmers Markets,,Raw Inspiration,Beverly Glen Center CFM,2936 Beverly Glen Circle,,Los Angeles,CA,"Saturday, year round, 8:00 am - 2:00 pm",818-591-8161,,,,76061,,,http://egis3.lacounty.gov/lms/?p=76061,publish,34.1275495,-118.4436642,,2015-04-09T10:50:35.000Z,,6427400.45085305,1869094.40250756
-118.179897215526168,33.826697665073105,151877934,,,Community Groups,Farmers Markets,,Lee Ostendorf,Bixby Park CFM,Bixby Street between 1st & 2nd Street,,Long Beach,CA,"Saturday, year roundm 9:00 am - 2:00 pm
Tuesday, year roundm 3:00 pm - 7:00 pm",562-449-9299,,,,76063,,,http://egis3.lacounty.gov/lms/?p=76063,publish,33.8266977,-118.17989716,,2015-04-09T10:52:49.000Z,,6507030.42545106,1759360.54421981
-118.308480956902713,34.182789106242616,151877935,211,,Community Groups,Farmers Markets,,Denise De Leo,Burbank Certified Farmers' Market,E Orange Grove Ave & N 3Rd St, ,Burbank,CA,, (818) 847-4774,www.cafarmersmarkets.com,,,60968,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91502,http://egis3.lacounty.gov/lms/?p=60968,publish,34.18278914,-118.3084809,,2015-04-09T11:02:53.000Z,,6468373.66090122,1889043.95611231
-118.638773355912136,34.157234366200463,151877936,,,Community Groups,Farmers Markets,,Raw Inspiration,Calabasas CFM,23504 Calabasas Road,,Calabasas,CA,"Saturday, year round, 8:00 am - 1:00 pm",818-591-8161,,,,76068,,,http://egis3.lacounty.gov/lms/?p=76068,publish,34.1572344,-118.6387733,,2015-04-09T12:35:00.000Z,,6368422.24531889,1880214.99279915
-118.601299555420027,34.202504266093371,151877937,,,Community Groups,Farmers Markets,,Marck Rochin,Canoga Park CFM,7248 Owensmouth Ave,,Canoga Park,CA,"Saturday, year round, 9:00 am - 1:00 pm",805-643-6458,,,,76070,,,http://egis3.lacounty.gov/lms/?p=76070,publish,34.2025043,-118.6012995,,2015-04-09T12:41:48.000Z,,6379857.60499406,1896619.30382247
-118.058101056929488,33.867664967155306,151877938,,,Community Groups,Farmers Markets,,Hulie Schwarz,Cerritos CFM,Park Plaza Drive,,Cerritos,CA,"Saturda, year round, 8:00 am - 12:00 pm",562-433-1415,,,,76072,,90706,http://egis3.lacounty.gov/lms/?p=76072,publish,33.867665,-118.058101,,2015-04-09T12:47:01.000Z,,6544032.00761572,1774225.78876747
-118.290954756443767,34.097869166666101,151877939,,,Community Groups,Farmers Markets,,Helen Lee,Children Hospital CFM,4650 Sunset Blvd.,,Los Angeles,CA,"Wednesday, year round, 10:00 am - 3:00 pm",323-272-9171,,,,76074,,,http://egis3.lacounty.gov/lms/?p=76074,publish,34.0978692,-118.2909547,,2015-04-09T12:49:06.000Z,,6473584.80041331,1858124.35489389
-118.242749056163817,34.053014966900804,151877940,,,Community Groups,Farmers Markets,,Susan Hutchinson,City Hall - Little Tokyo CFM,200 N. Main Street,,Los Angeles,CA,"Thursday, year round, 10:00 am - 2:00 pm",323-710-4198,,,,76116,,90012,http://egis3.lacounty.gov/lms/?p=76116,publish,34.053015,-118.242749,,2015-04-09T12:51:05.000Z,,6488139.45798372,1841762.35973081
-117.719270057544193,34.095634887140619,151877941,211,,Community Groups,Farmers Markets,,Claremont Forum,Claremont Certified Farmers' Market,N Indian Hill Blvd & W 2Nd St,,Claremont,CA,,Oscar De Leon  (714) 345-3087,www.cafarmersmarkets.com,,,60975,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91711,http://egis3.lacounty.gov/lms/?p=60975,publish,34.09563492,-117.71927,,2015-04-09T12:52:35.000Z,,6646662.64159289,1857302.46808623
-118.425469456353682,33.976617466660358,151877942,,,Community Groups,Farmers Markets,,Helen Lee,Del Ray CFM,461 Alla Road,,Los Angeles,CA,"Friday, yearround, 2:00 pm - 7:00 pm",323-272-9177,,,,76076,,,http://egis3.lacounty.gov/lms/?p=76076,publish,33.9766175,-118.4254694,,2015-04-09T12:54:57.000Z,,6432674.37173563,1814143.98255298
-118.134182856835395,33.941950176850064,151877943,211,,Community Groups,Farmers Markets,,Raw Inspiration,Downey Certified Farmers' Market,La Reina Ave & 2Nd St,,Downey,CA,"Saturdays, year-round, 9:00am to 1:00pm. ", (818) 591-8161,www.cafarmersmarkets.com,,,71520,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90242,http://egis3.lacounty.gov/lms/?p=71520,publish,33.94195021,-118.1341828,,2015-04-09T12:56:22.000Z,,6520971.16167714,1801281.96989122
-118.213109356671097,34.138077466867145,151877944,,,Community Groups,Farmers Markets,,Michael Noguaira,Eagle Rock CFM,2100 Merton Ave.,,Eagle Rock,CA,"Friday, year round, 4:30 pm - 8:30 pm",323-225-5466,,,,76080,,90041,http://egis3.lacounty.gov/lms/?p=76080,publish,34.1380775,-118.2131093,,2015-04-09T13:42:02.000Z,,6497183.2059723,1872697.77719057
-118.308099755888222,34.101720567047458,151877945,,,Community Groups,Farmers Markets,,Bo Sivanunsakul,East Hollywood CFM,5448 Hollywood Blvd.,,Los Angeles,CA,"Thursday, year round, 2:00 pm - 8:00 pm",323-468-2555,,,,76082,,90027,http://egis3.lacounty.gov/lms/?p=76082,publish,34.1017206,-118.3080997,,2015-04-09T13:44:35.000Z,,6468398.52305622,1859541.41209914
-118.259540756349452,34.075376467112861,151877946,,,Community Groups,Farmers Markets,,SEE LA,Echo Park CFM,663 Logan Street,,Los Angeles,CA,"Friday, year round, 3:00 pm - 7:30 pm",323 463-3171,,,,76084,,90026,http://egis3.lacounty.gov/lms/?p=76084,publish,34.0753765,-118.2595407,,2015-04-09T13:46:32.000Z,,6483074.12264197,1849912.82112014
-118.248474856322758,34.115602967210158,151877947,,,Community Groups,Farmers Markets,,SEE LA,Glassel Park CFM,3150 N. San Fernando Road,,Los Angeles,CA,Saturday 10:00 am to 3:00 pm,James Haydu 323-463-3171,,,,76043,,,http://egis3.lacounty.gov/lms/?p=76043,publish,34.115603,-118.2484748,,2015-04-10T08:17:44.000Z,,6486461.36750789,1864543.48805298
-118.200389157031623,34.492739565927486,151877948,,,Community Groups,Farmers Markets,,Gary Lubben,Acton CFM,3801 Sierra Way,,Acton,CA,"Tuesday, May - Oct, 4:00 pm - 7:30 pm",661-269-2258,,,,76096,,93510,http://egis3.lacounty.gov/lms/?p=76096,publish,34.4927396,-118.2003891,,2015-04-10T08:34:17.000Z,,6501289.65018722,2001757.96756047
-118.255469056391433,34.149084966444988,151877949,,,Community Groups,Farmers Markets,,Raw Inspiration,Glendale Downtown CFM,227 N. Brand Ave.,,Glendale,CA,Tuesday 2:00 pm to 7:00 pm,818-691-8161,,,,76045,,91203,http://egis3.lacounty.gov/lms/?p=76045,publish,34.149085,-118.255469,,2015-04-10T08:38:15.000Z,,6484375.31787422,1876733.4712189
-118.251559456354897,34.051402066654852,151877950,,,Community Groups,Farmers Markets,,Raw Inspiration,Grand Certified Farmers' Market,350 S. Grand Ave.,,Los Angeles,CA,"Wednesday, year round, 10:00 am - 2:00 pm",818-591-8161,,,,76132,,90012,http://egis3.lacounty.gov/lms/?p=76132,publish,34.0514021,-118.2515594,,2015-04-10T08:40:02.000Z,,6485469.24449214,1841181.9576764
-118.259990056484469,34.053148066492561,151877951,,,Community Groups,Farmers Markets,,Howell Tumlin,Historic LA CFM,West 5th Street,,Los Angeles,CA,"Sunday, year round, 9:00 am - 1:00 pm",310-455-0181,,,,76090,,90013,http://egis3.lacounty.gov/lms/?p=76090,publish,34.0531481,-118.25999,,2015-04-10T08:44:44.000Z,,6482917.13936013,1841823.85698314
-117.847680217091366,34.043906024293932,151877952,,,Community Groups,Farmers Markets,,Rick Palas,Jack New's CFM,1100 Grand Ave.,,Walnut,CA,"Saturday, year round, 8:00 am - 2:00 pm",909-869-0701,,,,76094,11,91789,http://egis3.lacounty.gov/lms/?p=76094,publish,34.04390606,-117.84768016,,2015-04-10T08:57:51.000Z,,6607814.43844955,1838393.61778064
-118.294006955669389,33.788991467036929,151877953,,,Community Groups,Farmers Markets,,Cynthia Ojeda,Kaiser South Bay CFM,25825 S. Vermont Ave.,,Harbor City,CA,"Wednesday, year round, 10:00 am - 3:00 pm",310-748-6922,,,,76105,,90710,http://egis3.lacounty.gov/lms/?p=76105,publish,33.7889915,-118.2940069,,2015-04-10T12:11:07.000Z,,6472331.9800843,1745719.99833822
-118.377319037117886,34.044037923253626,151877954,,,Community Groups,Farmers Markets,,Cynthia Ojeda,La Cienga CFM,1801 La Cienga Blvd.,,Los Angeles,CA,"Thursday, year round, 3:00 pm - 7:00 pm",424-287-2280,,,,76110,,90035,http://egis3.lacounty.gov/lms/?p=76110,publish,34.04403796,-118.37731898,,2015-04-10T12:13:05.000Z,,6447364.88598973,1838621.18687931
-117.770159057786628,34.100497967355452,151877955,,,Community Groups,Farmers Markets,,Oscat De Leon,La Verne Fresh CFM,D Street & 3rd Street,,La Verne,CA,"Saturday, year round, 8:00 am - 1:00 pm",951-733-2588,,,,76140,,91750,http://egis3.lacounty.gov/lms/?p=76140,publish,34.100498,-117.770159,,2015-04-10T12:15:28.000Z,,6631251.74295281,1859033.09946747
-118.11545785686144,34.696818266130016,151877956,,,Community Groups,Farmers Markets,,Raw Inspiration,Lancaster CFM,721 Lancaster Blvd.,,Lancaster,CA,"Thursday, year round, 3:00 pm - 8:00 pm",818-591-8161,,,,76112,,93534,http://egis3.lacounty.gov/lms/?p=76112,publish,34.6968183,-118.1154578,,2015-04-10T12:17:51.000Z,,6526966.19660306,2075987.3423954
-118.353824356138276,33.898238366921348,151877957,,,Community Groups,Farmers Markets,,Dyan Davis,Lawndale CFM,147th Street and Burib Ave.,,Lawndale,CA,"Wednesday, year round, 2:00 pm - 7:00 pm",310-679-3306,,,,76114,,90260,http://egis3.lacounty.gov/lms/?p=76114,publish,33.8982384,-118.3538243,,2015-04-10T12:19:20.000Z,,6454295.59194456,1785536.06240673
-118.132867256274992,33.768460467388181,151877958,,,Community Groups,Farmers Markets,,Lee Ostendorf,Local Harvest CFM,E. Appian Way & Nito Ave.,,Long Beach,CA,"Wednesday, year round, 3:00 pm - 7:00 pm",562-449-9299,,,,76118,,90803,http://egis3.lacounty.gov/lms/?p=76118,publish,33.7684605,-118.1328672,,2015-04-10T12:20:55.000Z,,6521286.74405122,1738144.22313547
-118.113430556662976,33.781150467228315,151877959,,,Community Groups,Farmers Markets,,Nick Spano,Long Beach University CFM,1250 Bellflower Blvd.,,Long Beach,CA,"Wednesday, Apr. - Sep., 10:00 am - 2:00 pm.",310-869-8979,,,,76123,,90815,http://egis3.lacounty.gov/lms/?p=76123,publish,33.7811505,-118.1134305,,2015-04-10T12:22:56.000Z,,6527199.53340672,1742755.23589507
-118.353542656313763,34.061744867120133,151877960,,,Community Groups,Farmers Markets,,Raw Inspiration,Miracle Mile CFM,5700 Wilshire Blvd,,Los Angeles,CA,"Wednesday, year round, 11:00 am - 3:00 am",818-591-8161,,,,76144,,90036,http://egis3.lacounty.gov/lms/?p=76144,publish,34.0617449,-118.3535426,,2015-04-10T12:24:33.000Z,,6454590.36366472,1845038.86236414
-118.124654856892178,34.059119367265261,151877961,,,Community Groups,Farmers Markets,,Mark Anderson,Monterey Park CFM,318 S. Ramona Ave,,Monterey Park,CA,"Friday, year round, 4:00 pm - 9:00 pm",424-645-7211,,,,76146,,91754,http://egis3.lacounty.gov/lms/?p=76146,publish,34.0591194,-118.1246548,,2015-04-10T12:26:07.000Z,,6523913.98846863,1843918.49386998
-118.410697956296019,34.029220367126129,151877962,,,Community Groups,Farmers Markets,,Evelin,Motor Avenue CFM,10316 National @ Motor Ave.,,Los Angeles,CA,"Sunday, year round, 9:00 am - 1:00 pm",310-202-9002,,,,76154,,90034,http://egis3.lacounty.gov/lms/?p=76154,publish,34.0292204,-118.4106979,,2015-04-10T12:27:47.000Z,,6437231.05980071,1833268.46694173
-118.377379956065226,34.164917366834942,151877963,,,Community Groups,Farmers Markets,,Jose Hernandez,North Hollywood CFM,5200 Bakman,,North Hollywood,CA,"Saturday, year round, 10:00 am - 3:00 pm",818-314-1312,,,,76152,,91601,http://egis3.lacounty.gov/lms/?p=76152,publish,34.1649174,-118.3773799,,2015-04-10T12:29:31.000Z,,6447511.58549947,1882611.24227172
-118.528288856111175,34.236027266579029,151877964,,,Community Groups,Farmers Markets,,Raw Inspiration,Northridge University CFM,18111 Nordroff Street,,Northridge,CA,"Tuesday, year round, 10:00 am - 2:00 pm",818-591-8161,,,,76156,,91330,http://egis3.lacounty.gov/lms/?p=76156,publish,34.2360273,-118.5282888,,2015-04-10T12:31:12.000Z,,6401997.48164597,1908694.71930414
-118.095432456472736,33.88747246717179,151877965,,,Community Groups,Farmers Markets,,Batch Redman,Norwalk CFM,11200 Alindra Blvd.,,Norwalk,CA,"Tuesday, year round, 9:00 am - 1:00 pm",562-921-2321,,,,76158,,90650,http://egis3.lacounty.gov/lms/?p=76158,publish,33.8874725,-118.0954324,,2015-04-10T12:33:34.000Z,,6532705.7727223,1781442.86849339
-118.52573395635244,34.379720166053744,151877966,,,Community Groups,Farmers Markets,,Greta Dunlap,Old Town Newhall CFM,22421 Market Street,,Newhall,CA,"Saturday, year round, 8:00 am - 12:30 pm",661-750-3784,,,,76162,,91321,http://egis3.lacounty.gov/lms/?p=76162,publish,34.3797202,-118.5257339,,2015-04-10T12:35:11.000Z,,6403043.18329471,1960982.48546331
-118.144285556373077,34.148386766471845,151877967,,,Community Groups,Farmers Markets,,Gretchen Sterling,Pasadena City Hall CFM,100 N. Garfield Ave,,Pasadena,CA,"Wednesday, May - Oct, 4:00 pm - 8:00 pm",626-449-0179,,,,76166,,91101,http://egis3.lacounty.gov/lms/?p=76166,publish,34.1483868,-118.1442855,,2015-04-10T12:36:57.000Z,,6518014.7351753,1876412.49285823
-118.421888055509967,33.972011967029204,151877968,,,Community Groups,Farmers Markets,,Mark Anderson,Playa Vista CFM,6400 Seabluff Drive,,Los Angeles,CA,"Saturday, year round, 9:00 am - 2:00 pm",310-600-8252,,,,76169,,90094,http://egis3.lacounty.gov/lms/?p=76169,publish,33.972012,-118.421888,,2015-04-10T12:38:38.000Z,,6433753.15796389,1812463.38191156
-118.388355355717763,33.819251167527177,151877969,,,Community Groups,Farmers Markets,,Lee Ostendorf,Rivera Village CFM,Avenue I and South Catalina,,Redondo Beach,CA,"Thursday, year round, 3:00 pm - 9:00 pm",562-449-9299,,,,76173,,90277,http://egis3.lacounty.gov/lms/?p=76173,publish,33.8192512,-118.3883553,,2015-04-10T12:40:39.000Z,,6443705.49206181,1756829.55289073
-118.104637156356091,34.084761266678569,151877970,,,Community Groups,Farmers Markets,,Gretchen Sterling,San Gabriel CFM,300 W. Wells Street,,San Gabriel,CA,"Thursday, April - Dec, 4:00 pm - 8:00 pm",626-308-2875,,,,76175,,91770,http://egis3.lacounty.gov/lms/?p=76175,publish,34.0847613,-118.1046371,,2015-04-10T12:42:44.000Z,,6529986.80440697,1853243.15140173
-118.304913555548509,33.738195967710872,151877971,,,Community Groups,Farmers Markets,,Helen Lee,San Pedro Providence CFM,1300 W. 7th Street,,San Pedro,CA,"Thursday, Year Round, 9:00 am - 2:00 pm",323-272-9171,,,,76171,,90731,http://egis3.lacounty.gov/lms/?p=76171,publish,33.738196,-118.3049135,,2015-04-10T12:51:48.000Z,,6468961.78275648,1727243.9965764
-118.568262755739795,34.404195765725817,151877972,,,Community Groups,Farmers Markets,,Karen Wetzel-Schott,Santa Clarita CFM,26455 Rockwell Road,,Valencia,CA,"Sunday, yearround, 8:30 am - 12:00 pm",805-529-6266,,,,76179,,91355,http://egis3.lacounty.gov/lms/?p=76179,publish,34.4041958,-118.5682627,,2015-04-10T12:53:33.000Z,,6390261.66161372,1969959.32971431
-118.082726257046545,33.94563916749923,151877973,,,Community Groups,Farmers Markets,,Rick Palas,Santa Fe Springs CFM,11740 Telegraph Road,,Santa Fe Springs,CA,"Thursday, yearround, 12:00 pm - 5:00 pm",714-329-6755,,,,76177,,90670,http://egis3.lacounty.gov/lms/?p=76177,publish,33.9456392,-118.0827262,,2015-04-10T12:57:03.000Z,,6536579.63374098,1802607.63521889
-118.439086055502571,34.074591167157237,151877974,,,Community Groups,Farmers Markets,,Patricia Zimmerman,UCLA CFM,350 Charles E. Young @ the Camp,,Los Angeles,CA,"Wednesday, year round, 11:00 am - 3:00 pm",310-206-0703,,,,76181,,90045,http://egis3.lacounty.gov/lms/?p=76181,publish,34.0745912,-118.439086,,2015-04-10T13:00:03.000Z,,6428701.79536322,1849815.98502773
-118.280722356724326,34.020920766736225,151877975,,,Community Groups,Farmers Markets,,Raw Inspiration,USC Hospitality CFM,3445 S. Figueroa Street,,Los Angeles,CA,"Wednesday, year round, 11:00 am - 3:00 pm",818-591-8161,,,,76183,,90007,http://egis3.lacounty.gov/lms/?p=76183,publish,34.0209208,-118.2807223,,2015-04-10T13:01:28.000Z,,6476604.41084389,1830112.64320089
-118.565244155951291,34.42052576641634,151877976,,,Community Groups,Farmers Markets,,Peggy Bull,Valencia CFM,26251 Town Center Dr.,,Valencia,CA,"Thursday, year round, 4:00 pm - 8:00 pm",805-643-6458,,,,76185,,91355,http://egis3.lacounty.gov/lms/?p=76185,publish,34.4205258,-118.5652441,,2015-04-10T13:03:05.000Z,,6391205.58951588,1975896.92085747
-117.921276828530978,34.07059385507123,151877977,,,Community Groups,Farmers Markets,,Roger Evans,West Covina CFM,195 S. Glendora Ave.,,West Covina,CA,"Saturday, year round, 8:00 am - 1:00 pm",626-488-0054,,,,76189,,91790,http://egis3.lacounty.gov/lms/?p=76189,publish,34.07059389,-117.92127677,,2015-04-10T13:09:31.000Z,,6585511.31770155,1848080.20831557
-118.446269856005017,34.061556366439596,151877978,,,Community Groups,Farmers Markets,,"Steve Whipp;e",Westwood Village CFM,1050 Broxton Ave,,Los Angeles,CA,"Thursday, year round, 12:00 pm - 6:00 pm",310-430-2919,,,,76191,,90024,http://egis3.lacounty.gov/lms/?p=76191,publish,34.0615564,-118.4462698,,2015-04-10T13:11:42.000Z,,6426505.27711847,1845081.99843273
-118.128791356572762,34.093705666845679,151877979,211,,Community Groups,Farmers Markets,,City of Alhambra,Alhambra Certified Farmers' Market,11 S. 2nd Street,,Alhambra,CA,Closed Easter Sunday. ,Harry C. Wong Service/Intake (626) 586-1899,www.cafarmersmarkets.com,,,60939,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91801,http://egis3.lacounty.gov/lms/?p=60939,publish,34.0937057,-118.1287913,,2015-04-10T13:23:19.000Z,,6522677.22289756,1856506.6766988
-118.292590356211804,34.032562197255814,151877980,211,,Community Groups,Farmers Markets,,Ida Edwards,Adams - Vermont Certified Farmers' Market,1432 W Adams Blvd,St. Agnes Catholic Church,Los Angeles,CA,"Wednesday, 2:00pm to 6:00pm. ", (323) 777-1755,www.cafarmersmarkets.com,,,71472,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90007,http://egis3.lacounty.gov/lms/?p=71472,publish,34.03256223,-118.2925903,,2015-04-14T08:18:14.000Z,,6473020.45016405,1834359.42965481
-118.158130156974025,34.200378766892968,151877981,211,,Community Groups,Farmers Markets,,Elizabeth Bowman,Altadena Certified Farmers' Market,600 W. Palm Ave,,Altadena,CA,"Wednesday, 4:00 pm to 8:00pm. ",310-595-0272,www.cafarmersmarkets.com,,,71516,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91001,http://egis3.lacounty.gov/lms/?p=71516,publish,34.2003788,-118.1581301,,2015-04-14T08:23:59.000Z,,6513855.62603948,1895339.60296981
-118.243172156114341,34.054045806831652,151877982,211,,Community Groups,Farmers Markets,,Susan Hutchinson,Arts District Little Tokyo Certified Farmers' Market,200 N Spring St,"L.A. City Hall, South Lawn",Los Angeles,CA,"Thursday, 10:00am to 2:00pm. ",Susan Hutchinson Service/Intake (323) 660-8660,www.cafarmersmarkets.com,,,71485,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90012,http://egis3.lacounty.gov/lms/?p=71485,publish,34.05404584,-118.2431721,,2015-04-14T08:27:08.000Z,,6488012.20495738,1842137.81107965
-118.396198555711436,34.076263296368559,151877983,211,,Community Groups,Farmers Markets,,City of Beverly Hills,Beverly Hills Certified Farmers' Market,9300 Civic Center Dr,,Beverly Hills,CA,,Greta Dunlap Serv (310) 285-6830,www.cafarmersmarkets.com,,,60978,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90210,http://egis3.lacounty.gov/lms/?p=60978,publish,34.07626333,-118.3961985,,2015-04-15T07:04:11.000Z,,6441691.75625989,1850370.53772439
-118.475149955513118,34.050606876717829,151877984,211,,Community Groups,Farmers Markets,,Raw Inspiration,Brentwood Village Certified Farmers' Market,741 Gretna Green Way,,Los Angeles,CA,Sundays year-round 9:00am to 2:00pm. ,Melissa Farwell (818) 591-8161,www.cafarmersmarkets.com,,,71461,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90049,http://egis3.lacounty.gov/lms/?p=71461,publish,34.05060691,-118.4751499,,2015-04-15T07:06:19.000Z,,6417739.37404664,1841137.40264739
-118.262561356112855,33.844990966939278,151877985,211,,Community Groups,Farmers Markets,,Nick Spano,South Bay Pavilion CFM,20700 Avalon Blvd,,Carson,CA,"Thursdays, year-round, 10:00am to 3:00pm",(310) 869-8979,www.cafarmersmarkets.com,,,60987,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90746,http://egis3.lacounty.gov/lms/?p=60987,publish,33.844991,-118.2625613,,2015-04-15T07:12:51.000Z,,6481940.40148422,1766073.18433781
-118.417855256314851,34.060954967139445,151877986,211,,Community Groups,Farmers Markets,,Raw Inspiration,Century City Certified Farmers' Market,1800 Ave of the Stars, ,Century City,CA,"Thursdays, year-round, 11:00am - 2:00pm",818-591-8161,www.cafarmersmarkets.com,,,60984,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90067,http://egis3.lacounty.gov/lms/?p=60984,publish,34.060955,-118.4178552,,2015-04-15T07:16:51.000Z,,6435110.45708655,1844826.14723839
-118.39416635643552,34.024744546766264,151877987,211,,Community Groups,Farmers Markets,,Stephen Whipple,Culver City Certified Farmers' Market,3800 Main Street, between Culver Blvd and Venice Blvd,Culver City,CA,"Tuesdays, year-round 2:00pm to 7:00pm", (310) 430-2919,www.cafarmersmarkets.com,,,60992,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90232,http://egis3.lacounty.gov/lms/?p=60992,publish,34.02474458,-118.3941663,,2015-04-15T07:20:01.000Z,,6442233.6328008,1831619.58539698
-118.259879256542987,34.049390547210336,151877989,211,,Community Groups,Farmers Markets,,Raw Inspiration,Downtown Los Angeles (B O. A) CFM,S Figueroa St & W 7Th St,,Los Angeles,CA,"Friday, 10:00am to 3:00pm. ",Melissa Farwell  (818) 591-8161,www.cafarmersmarkets.com,,,71031,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90017,http://egis3.lacounty.gov/lms/?p=71031,publish,34.04939058,-118.2598792,,2015-04-15T07:23:15.000Z,,6482947.16620298,1840456.34036122
-118.160665056109906,34.03356496694839,151877990,211,,Community Groups,Farmers Markets,,Grace Gonzalez,East Los Angeles Certified Farmers' Market,4801 E. 3rd. St.,,Los Angeles,CA,"Saturday, 9:00 am - 2:00 pm", (323) 263-4462,www.cafarmersmarkets.com,,,60971,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90022,http://egis3.lacounty.gov/lms/?p=60971,publish,34.033565,-118.160665,,2015-04-15T07:25:51.000Z,,6512992.10512872,1834634.23914456
-118.415764436674138,33.921479427304639,151877991,211,,Community Groups,Farmers Markets,,Raw Inspiration,El Segundo Plaza Certified Farmers' Market,Main Street. Between Holly & Oina Ave, ,El Segundo,CA,"Thursday, year-round 10:00 am to 2:00 pm",(818) 591-8161,www.cafarmersmarkets.com,,,60985,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90245,http://egis3.lacounty.gov/lms/?p=60985,publish,33.92147946,-118.41576438,,2015-04-15T07:38:46.000Z,,6435533.77480946,1794065.90427089
-118.514066056191453,34.186203966583257,151877992,211,,Community Groups,Farmers Markets,,One Generation,Encino Certified Farmers' Market,17400 Victory Blvd in Van Nuys,Between Louise and Wight Oak Blvd,Van Nuys,CA,"Sundays, year-round, 8:00am to 1:00pm", (818) 708-6611,www.cafarmersmarkets.com,,,60973,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91406,http://egis3.lacounty.gov/lms/?p=60973,publish,34.186204,-118.514066,,2015-04-15T07:41:09.000Z,,6406203.49127856,1890541.06827556
-118.37662015594357,33.909422016642239,151877993,211,,Community Groups,Farmers Markets,,,Hawthorne - Del Aire Certified Farmers' Market,13500 Aviation Boulevard,,Hawthorne,CA,"Saturdays, year-round, 9:00am to 1:00pm. ",Susan Hillyer (310) 367-5755,www.cafarmersmarkets.com,,,71521,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90250,http://egis3.lacounty.gov/lms/?p=71521,publish,33.90942205,-118.3766201,,2015-04-15T07:43:56.000Z,,6447393.05194388,1789631.1592034
-118.394257156092053,33.860151846835919,151877994,211,,Community Groups,Farmers Markets,,City of Hermosa Beach,Hermosa Beach Certified Farmers' Market,Valley Drive at 8Th St,between 8th & 10th Sts.,Hermosa Beach,CA,"Fridays, year-round, 12:00pm to 4:00pm. ",Barbara Clark (310) 781-7520,www.cafarmersmarkets.com,,,60946,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90254,http://egis3.lacounty.gov/lms/?p=60946,publish,33.86015188,-118.3942571,,2015-04-15T07:46:35.000Z,,6441971.18188214,1771721.22389473
